CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,TotalSpending,Cabin_num,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Transported
-0.7340545847760422,-0.8215897720683495,-0.1543158477023596,-0.3398328470230338,0.45387722253396684,-0.2593576283184182,-0.2839237700415595,-0.2646228192857188,-0.0978408925358679,-0.0517718772704458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False
1.3622965113760532,-0.060714334297051246,-0.1543158477023596,-0.3398328470230338,-0.28990208030919873,-0.31479670017135447,-0.2839237700415595,-0.2646228192857188,-0.5315352678813323,-0.5321503337354555,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True
-0.7340545847760422,-0.6140782890398137,-0.1543158477023596,0.3843478517744744,-0.2886572613923064,0.20203851807053524,0.6014194856113732,-0.2646228192857188,-0.13286189021873981,2.340356615289054,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True
1.3622965113760532,0.49264962044571114,-0.1543158477023596,-0.3398328470230338,-0.28990208030919873,-0.31479670017135447,-0.2839237700415595,-0.2646228192857188,-0.5315352678813323,-1.1394580571526018,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,True
-0.7340545847760422,0.5618201147885564,-0.1543158477023596,1.196727091015388,-0.28990208030919873,-0.17172812764764797,-0.24763921038365244,-0.2646228192857188,-0.1353381223781348,1.9517577826202044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False
1.3622965113760532,-0.26822581732558715,-0.1543158477023596,-0.3398328470230338,-0.28990208030919873,-0.31479670017135447,-0.2839237700415595,-0.2646228192857188,-0.5315352678813323,-1.0066705163411358,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True
1.3622965113760532,0.21596764307432995,-0.1543158477023596,-0.3398328470230338,-0.28990208030919873,-0.31479670017135447,-0.2839237700415595,-0.2646228192857188,-0.5315352678813323,1.0163867230806123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,True
-0.7340545847760422,-0.5449077946969683,-0.1543158477023596,0.6497117530737098,-0.28990208030919873,-0.31479670017135447,-0.2839237700415595,-0.2628818888714634,-0.3030144143143095,1.8736474644958125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
-0.7340545847760422,0.7693315978170923,6.480215835827658,-0.3398328470230338,-0.28305557626629096,-0.31479670017135447,1.716262581100568,0.8626296239446108,0.7104720337809235,-0.9695681152320498,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
-0.7340545847760422,-0.95993076075404,-0.1543158477023596,-0.3398328470230338,0.0897676893429611,0.16269466062651594,0.009164760595184878,-0.2646228192857188,-0.20290388558448366,1.6939937328097114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False
-0.7340545847760422,0.14679714873148464,-0.1543158477023596,1.066119496282122,-0.28990208030919873,2.0333162463739782,0.05170840679408094,-0.2646228192857188,0.3875006107055491,1.3210169637657405,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False
-0.7340545847760422,0.8385020921599377,-0.1543158477023596,0.26864488844018125,-0.28990208030919873,0.8530005230533998,-0.2839237700415595,-0.2646228192857188,-0.1604541914234268,-0.1415987431134964,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False
-0.7340545847760422,0.07762665438863935,-0.1543158477023596,0.47608048007536813,0.21238235265685534,-0.25220419969223284,-0.10250097175202413,-0.2646228192857188,0.024909473079854912,0.5692051518184692,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
-0.7340545847760422,0.21596764307432995,-0.1543158477023596,-0.3398328470230338,-0.25380233171932126,-0.31479670017135447,-0.2839237700415595,0.29421584369024384,-0.2839120519418339,-0.5301975757823457,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,True
-0.7340545847760422,0.6309906091314017,6.480215835827658,-0.23841989111249798,-0.28990208030919873,1.4574652419660599,-0.2839237700415595,-0.2646228192857188,-0.15762421181268968,-0.9539460516071714,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False
1.3622965113760532,-0.12988482863989653,-0.1543158477023596,-0.3398328470230338,-0.28990208030919873,-0.31479670017135447,-0.2839237700415595,-0.2646228192857188,-0.5315352678813323,-0.4403707099392951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,True
-0.7340545847760422,-1.7208061985253382,-0.1543158477023596,-0.3398328470230338,-0.28990208030919873,-0.31479670017135447,-0.2839237700415595,-0.2646228192857188,-0.5315352678813323,1.5924503192480022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,False
-0.7340545847760422,-0.6140782890398137,-0.1543158477023596,-0.3398328470230338,-0.2575367884699982,-0.31479670017135447,-0.18414123098231505,0.26984281789066916,-0.2570272456398312,1.842403337246056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
-0.7340545847760422,1.1151840695313189,-0.1543158477023596,-0.33675972714695696,-0.07952768335439542,0.2342289468883692,-0.22586847458890819,-0.2646228192857188,-0.28002082997707034,2.234907685821125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
-0.7340545847760422,1.1843545638741642,-0.1543158477023596,-0.3398328470230338,1.8742156067081124,-0.31479670017135447,-0.28301665605011184,4.560365823822942,2.6596204906761187,-0.8406860903268032,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
-0.7340545847760422,2.0144004959883075,-0.1543158477023596,-0.2553220504309206,-0.28990208030919873,1.037201310177672,-0.060773728145431,-0.177576298572952,-0.12224946667847561,-0.7625757722024114,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
1.3622965113760532,-1.859147187211029,-0.1543158477023596,-0.3398328470230338,-0.28990208030919873,-0.31479670017135447,-0.2839237700415595,-0.2646228192857188,-0.5315352678813323,0.11421254874388682,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True
1.3622965113760532,1.1151840695313189,-0.1543158477023596,-0.3398328470230338,-0.28990208030919873,-0.31479670017135447,-0.2839237700415595,-0.2646228192857188,-0.5315352678813323,-0.9422295038885126,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,True
-0.7340545847760422,-1.0982717494397307,-0.1543158477023596,-0.32754036751872645,0.5721350196387379,2.269379391038094,-0.05714527217964029,-0.25765909762869743,0.5636668414739351,0.5281972348031635,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True
