,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_num,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
6617,-1.0235552026933832,0.11798257478849679,-1.079250834157777,-1.0571985026686217,-0.9272829419102463,-1.110961429074837,-1.1551748722947426,-1.0145908512674235,-0.9836725424395929,0.5546820817848087,0.9799664514411448,-0.8692274467472831,-0.8763126720713222,-1.0492639155732115,-0.971075289914305,-1.0543982048234242,-1.065104734593037,-0.8922318025702881,0.9104260539732634,-1.0396278673669046,-0.971811329857367,-1.07234439395548,0.8414032556260893,-0.9591079719347282,0.9966643213822703,-1.0965267302144839
524,-1.0322213158835878,0.1335668621870358,-0.9592996215966613,-0.7892286028955569,-1.1107317589483288,-0.9266328537626862,-0.9321144751350923,-0.9180443006198801,0.923863139665656,-0.7751450179263768,-1.2346636069505506,-1.0073853396756847,1.2865293178683763,-1.0409390060865717,-1.063479467221133,-1.104412921449838,-1.0610293948487985,-1.0944052559468997,0.9702322988126147,-1.0715320691157628,-1.099639256168321,-1.0019803031240382,0.9379300672953272,-1.0393276277850634,-0.9263342958520494,1.0030831954972184
3867,-1.0726174103702142,0.2171664843997285,-1.0171316698196513,-1.177858456859998,-0.6680077484980781,-1.089389928090475,-0.737642961486199,-0.9616550253350201,1.0307467468904854,-0.7863586726668161,-0.9532871685047235,0.8968051085797657,-0.9373447676422993,-1.0223840406876903,-0.9930544436739079,1.0400929368690628,-1.0259519363809237,-1.1590733314955193,-1.0000116258291099,-1.0100280645369935,-1.0803920537413378,-0.9989643413207745,1.0002543662264367,-1.0807584702749802,-1.072255712004028,1.030816799956846
4231,1.091532332802498,-0.30693662711682823,-1.0147108737957071,-0.9638886842363275,-0.9360482588529233,-1.0153405529893804,-0.9885115691049242,-0.8371406594111112,-0.8753652305254422,-0.6864153935348161,-1.0928440583147534,-0.9518443076755398,1.0177195095807012,-0.9630898980184317,-0.9758947107791546,-0.9861998787422085,-1.1346689640097984,0.9508489621979106,-1.0483716414695214,-0.8651655185621697,-1.050926002645344,1.090079431578882,-0.9366375707079639,-1.0367220899301912,-0.9592752204840165,1.0203849763162665
7287,-1.0249851729248853,-0.011278092886645441,-1.0241717977142533,-0.8084604453603682,-0.9503939251714091,-1.0279823116188516,-1.002436430999451,-0.9575538615129661,-0.9013461184886258,0.3747554378718235,-0.9953723696222224,-0.9489726934442864,0.841614175008983,-1.0076851055396223,-0.9690769107263854,-1.0618621900515155,-0.9544498086658999,-0.9966855146011224,0.9860651228316458,-1.0901675821275798,-0.9368034690520362,-1.0544252673073526,1.0263017958549745,1.0602907721720887,-0.9168035372281896,-1.032703985471241
4437,0.955808674878195,-0.5948093651793201,-1.0702606917427258,-0.9328287175644143,-0.9065129122423148,-0.8776015182064664,-0.9461273085079955,-0.8665164403827204,-0.983091141487463,-0.3839053258369891,1.0713318079547909,-0.9952929674973673,-1.0800182917456493,-1.0149090695268552,-0.9191751992199648,-0.8622640079448084,-1.1241172299474502,-0.979421454079045,-0.9813049506160288,1.0202689954012487,-0.9336114884100599,0.9672785025681488,-1.0126455276373285,-1.137311327332518,-0.9387527609876769,1.1377924614466433
4674,-0.9507676966164025,-0.7318227882712303,-0.9337215030836032,-1.034480949851797,-0.8672277607563642,-0.8794011886163895,-1.0963122763593047,-1.0959711623308042,-0.9082621770598656,-0.35792967562992106,0.9994840469137549,-1.0355070558824158,-1.1283933976890075,-1.0422432404540876,-0.9480820502924334,-1.0669622622168167,-0.782372231116983,-0.8843351932701093,-1.037813736458096,1.0215811237069936,-1.0393021856395763,1.1100542056010365,-0.9504296754219929,-1.0044621300517316,-1.0604114655145935,1.0103167830009698
6017,-0.9834162303105235,-0.199854902203121,-0.9384792738156645,-0.9537363541061947,-1.0809464747388355,-1.14479934626387,-0.9882457580150544,-0.7050062510473575,-1.0058382506810892,-0.949649759261069,-1.0435758009059513,0.9394559781626525,-0.9555213364937418,0.9900179389809578,-1.04870209541298,-0.989859049643521,-1.0338160521821826,-1.062851597117152,-1.0889525469457448,-0.9433726085238962,-0.9566138308227313,0.9940146788852419,-1.0168093465515198,0.8940662209025223,-0.9749334317381368,-0.8506078379122668
1254,-0.9666198226301341,-0.6008771893747934,-1.0223418567512605,-0.8197523648565855,-1.0585499445910629,-1.013001151206966,-1.026783985551033,-1.1691660488304696,-0.9340978705456945,-0.8577721525481636,-0.9389541678874621,-0.9306249724955948,1.0654783353152848,-1.1268414915778853,-0.9557798039294897,-0.9969200927017533,-0.9487731579513403,-1.0084738828173923,0.9307212670006929,-1.0242271047612452,-0.9481014725570858,-1.0529154973331443,0.8387697864533554,-1.0509455887027608,-0.9754547804469476,0.9655110607237434
1216,0.9782636149927656,-0.3724476046408511,-0.8763308836249075,-1.0265993612666169,-1.0444985796811947,-1.0677152081900503,-0.8653049481151499,-0.9561706687349343,1.0681323328087553,-0.9014205972034687,-0.9899380036367906,0.9876428071861296,-0.9587788434383808,1.0271771251347404,-0.9661439814422608,-0.9537973599508579,-1.1046812703014348,-0.9341997108278217,-1.1009876898443083,-1.0294101344302755,-0.9729106304930826,-0.9383259724382731,0.9565887304875963,-1.0559396037368745,-0.8253263835505502,0.9687506218852016
7596,-0.9588537671054039,-0.3557227138134552,-1.1296177070235318,-0.8912188053910187,-1.0118438541669592,-0.9635161268051764,-0.8540003179349265,-0.9210487453674027,-1.013064489941216,0.5717440432968697,0.9022241062148944,-1.0610115027456282,-1.1162676395321824,-1.023682232449665,-0.9092400781740606,-1.1213895958313367,-1.0616906232404844,-1.147305416858455,0.8557712503584162,-1.021329978619491,-1.041083210655408,-0.8386428210427116,0.9626920300812732,0.9484914793971513,-1.0771451503559157,-1.038835407254263
